Yurt Adı	Şehir	İlçe	Tür	Kapasite
ÖZEL İDEAL YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU 1.ŞUBE	Konya	Meram	Kız	168 kişilik
ÖZEL İDEAL YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU 20. ŞUBE	Konya	Selçuklu	Kız	434 kişilik
ÖZEL İDEAL YÜKSEK ÖĞRETİM KIZ ÖĞRENCİ YURDU 4. ŞUBESİ	Konya	Meram	Kız	176 kişilik
ÖZEL İDEAL YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU 8. ŞUBE	Konya	Meram	Kız	188 kişilik
ÖZEL IHLAMURKUYU YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	İstanbul	Ümraniye	Kız	121 kişilik
ÖZEL IHLAMUR YÜKSEKÖĞRENİM ERKEK ÖĞRENCİ YURDU	Konya	Selçuklu	Erkek	83 kişilik
ÖZEL İHLAS VAKFI ANTALYA YÜKSEKÖĞRENİM ERKEK ÖĞRENCİ YURDU	Antalya	Kepez	Erkek	98 kişilik
ÖZEL İHLAS VAKFI ÇORUM YÜKSEKÖĞRENİM ERKEK ÖĞRENCİ YURDU	Çorum	Çorum/Merkez	Erkek	100 kişilik
ÖZEL İHLAS VAKFI ERDOĞAN DİNÇBAŞ YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Bursa	Nilüfer	Erkek	72 kişilik
ÖZEL İHLAS VAKFI ERTUĞRUL GAZİ YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Bilecik	Bilecik/Merkez	Erkek	140 kişilik
ÖZEL İHLAS VAKFI HÜSEYİN HAKKI YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Edirne	Edirne/Merkez	Erkek	433 kişilik
ÖZEL İHLAS VAKFI MALTEPE YÜKSEKÖĞRENİM ERKEK ÖĞRENCİ YURDU	Ankara	Çankaya	Erkek	72 kişilik
ÖZEL İHLAS VAKFI SELAMİ KUBİLAY YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Düzce	Düzce/Merkez	Erkek	66 kişilik
ÖZEL İHLAS VAKFı YıLDıRıM BEYAZıT YÜKSEK ÖĞRENİM ERKEK ÖĞRENCİ YURDU	Ankara	Keçiören	Erkek	80 kişilik
ÖZEL İHSANGAZİ FERAH YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Kastamonu	İhsangazi	Erkek	41 kişilik
ÖZEL İHSANİYE YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Bursa	Nilüfer	Erkek	56 kişilik
ÖZEL İHYA YÜKSEKÖĞRENİM KIZ ÖĞRENCİ YURDU	İstanbul	Fatih	Kız	166 kişilik
ÖZEL İKEV ESENLER HACI BAYRAM HACIEVLİYAGİL ANADOLU GENÇLİK YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	İstanbul	Esenler	Erkek	144 kişilik
ÖZEL İKİZLER YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	Aydın	Köşk	Kız	65 kişilik
ÖZEL İKLİMYA YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	Kahramanmaraş	Dulkadiroğlu	Kız	100 kişilik
ÖZEL İKÜ YÜKSEKÖĞRENİM ERKEK ÖĞRENCİ YURDU	İstanbul	Bahçelievler	Erkek	152 kişilik
ÖZEL İKÜYÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	İstanbul	Bahçelievler	Kız	350 kişilik
ÖZEL ILGAZ YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	İstanbul	Ümraniye	Kız	63 kişilik
ÖZEL İLGİM YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	Konya	Meram	Kız	96 kişilik
ÖZEL ILGIN YÜKSEKÖĞRETİM KIZ ÖĞRENCİ PANSİYONU	Manisa	Şehzadeler	Kız	103 kişilik
ÖZEL İLİM YAYMA CEMİYETİ ABDULLAH TİVNİKLİ YÜKSEKÖĞRENİM ERKEK ÖĞRENCİ YURDU	İstanbul	Bağcılar	Erkek	256 kişilik
ÖZEL İLİM YAYMA CEMİYETİ ADIYAMAN ŞUBESİ YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Adıyaman	Adıyaman/Merkez	Erkek	234 kişilik
ÖZEL İLİM YAYMA CEMİYETİ AHMET GÜR YÜKSEKÖĞRENİM ERKEK ÖĞRENCİ YURDU	İstanbul	Fatih	Erkek	80 kişilik
ÖZEL İLİM YAYMA CEMİYETİ AKSARAY YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	Aksaray	Aksaray/Merkez	Kız	96 kişilik
ÖZEL İLİM YAYMA CEMİYETİ AKŞEHİR YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	Konya	Akşehir	Kız	96 kişilik
ÖZEL İLİM YAYMA CEMİYETİ AYSEL SABUNCU YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	Hatay	Antakya	Kız	150 kişilik
ÖZEL İLİM YAYMA CEMİYETİ AYSEL SABUNCU YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	Hatay	Antakya	Kız	150 kişilik
ÖZEL İLİM YAYMA CEMİYETİ BOĞAZİÇİ YÜKSEKÖĞRENİM ERKEK ÖĞRENCİ YURDU	İstanbul	Sarıyer	Erkek	100 kişilik
ÖZEL İLİM YAYMA CEMİYETİ BOLU YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Bolu	Bolu/Merkez	Erkek	456 kişilik
ÖZEL İLİM YAYMA CEMİYETİ BUCA YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	İzmir	Buca	Kız	126 kişilik
ÖZEL İLİM YAYMA CEMİYETİ BURSA ŞUBESİ ABDURRAHMAN TUTAN YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	Bursa	Nilüfer	Kız	128 kişilik
ÖZEL İLİM YAYMA CEMİYETİ BURSA ŞUBESİ MEHMET AKİF BUHARALI YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	Bursa	Nilüfer	Kız	96 kişilik
ÖZEL İLİM YAYMA CEMİYETİ BÜYÜKDERE YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Eskişehir	Odunpazarı	Erkek	200 kişilik
ÖZEL İLİM YAYMA CEMİYETİ ÇAĞLAYAN YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	İstanbul	Kağıthane	Erkek	136 kişilik
ÖZEL İLİM YAYMA CEMİYETİ ÇAMLICA YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	İstanbul	Üsküdar	Erkek	257 kişilik
ÖZEL İLİM YAYMA CEMİYETİ ÇARŞAMBA YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	Samsun	Çarşamba	Kız	160 kişilik
ÖZEL İLİM YAYMA CEMİYETİ ÇORUM YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	Çorum	Çorum/Merkez	Kız	67 kişilik
ÖZEL İLİM YAYMA CEMİYETİ DÜZCE YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Düzce	Düzce/Merkez	Erkek	115 kişilik
ÖZEL İLİM YAYMA CEMİYETİ EMİNE KELEŞ YÜKSEKÖĞRENİM KIZ ÖĞRENCİ YURDU	Elazığ	Elazığ/Merkez	Kız	92 kişilik
ÖZEL İLİM YAYMA CEMİYETİ ERZURUM YÜKSEKÖĞRENİM ERKEK ÖĞRENCİ YURDU	Erzurum	Palandöken	Erkek	540 kişilik
ÖZEL İLİM YAYMA CEMİYETİ EYÜPSULTAN YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	İstanbul	Eyüpsultan	Kız	112 kişilik
ÖZEL İLİM YAYMA CEMİYETİ FATMA AKBALIK YÜKSEKÖĞRENİM KIZ ÖĞRENCİ YURDU	İstanbul	Zeytinburnu	Kız	499 kişilik
ÖZEL İLİM YAYMA CEMİYETİ GAZİANTEP YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Gaziantep	Şehitkamil	Erkek	149 kişilik
ÖZEL İLİM YAYMA CEMİYETİ GAZİANTEP YÜKSEK ÖĞRETİM KIZ ÖĞRENCİ YURDU	Gaziantep	Şahinbey	Kız	102 kişilik
ÖZEL İLİM YAYMA CEMİYETİ GEBZE YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Kocaeli	Gebze	Erkek	117 kişilik
ÖZEL İLİM YAYMA CEMİYETİ GEVHER SÖNMEZ YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Bursa	Nilüfer	Erkek	184 kişilik
ÖZEL İLİM YAYMA CEMİYETİ GÜLSEREN ÖZYİĞİT YÜKSEKÖĞRENİM KIZ ÖĞRENCİ YURDU	İstanbul	Küçükçekmece	Kız	171 kişilik
ÖZEL İLİM YAYMA CEMİYETİ GÜMÜŞHANE YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Gümüşhane	Gümüşhane/Merkez	Erkek	64 kişilik
ÖZEL İLİM YAYMA CEMİYETİ GÜMÜŞHANE YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	Gümüşhane	Gümüşhane/Merkez	Kız	199 kişilik
ÖZEL İLİM YAYMA CEMİYETİ HACI AHMET KAPCI YÜKSEKÖĞRENİM KIZ ÖĞRENCİ YURDU	Konya	Selçuklu	Kız	288 kişilik
ÖZEL İLİM YAYMA CEMİYETİ HACI NAZİF ÇELEBİ YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Adana	Yüreğir	Erkek	297 kişilik
ÖZEL İLİM YAYMA CEMİYETİ HACI NURİ ÇOMU YÜKSEKÖĞRENİM KIZ ÖĞRENCİ YURDU	Adana	Yüreğir	Kız	193 kişilik
Özel İlim Yayma Cemiyeti Hidayet Adıyaman Yükseköğretim Erkek Öğrenci Yurdu	Kocaeli	Başiskele	Erkek	126 kişilik
ÖZEL İLİM YAYMA CEMİYETİ İBNÜL EMİN MAHMUT KEMAL İNAL YÜKSEKÖĞRENİM ERKEK ÖĞRENCİ YURDU	İstanbul	Fatih	Erkek	61 kişilik
ÖZEL ILIM YAYMA CEMIYETI KARABÜK YÜKSEKÖĞRENIM ERKEK ÖĞRENCI YURDU	Karabük	Karabük/Merkez	Erkek	132 kişilik
ÖZEL İLİM YAYMA CEMİYETİ KARABÜK YÜKSEKÖĞRETİM KIZ YURDU	Karabük	Karabük/Merkez	Kız	88 kişilik
ÖZEL İLIM YAYMA CEMIYETI KARESI YÜKSEKÖĞRENIM KıZ ÖĞRENCI YURDU	Balıkesir	Karesi	Kız	160 kişilik
ÖZEL İLİM YAYMA CEMİYETİ KASTAMONU YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	Kastamonu	Kastamonu/Merkez	Kız	93 kişilik
ÖZEL İLİM YAYMA CEMİYETİ KAVACIK YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	İstanbul	Beykoz	Kız	112 kişilik
ÖZEL İLİM YAYMA CEMİYETİ KAZIM KARABEKİR YÜKSEKÖĞRENİM ERKEK ÖĞRENCİ YURDU	Iğdır	Iğdır/Merkez	Erkek	200 kişilik
ÖZEL İLİM YAYMA CEMİYETİ KEPEZ YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Antalya	Kepez	Erkek	147 kişilik
ÖZEL İLİM YAYMA CEMİYETİ KEŞAN YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Edirne	Keşan	Erkek	75 kişilik
ÖZEL İLİM YAYMA CEMİYETİ KOPUZLAR YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	İstanbul	Kadıköy	Erkek	176 kişilik
ÖZEL İLİM YAYMA CEMİYETİ KÜTAHYA YÜKSEKÖĞRENİM KIZ ÖĞRENCİ YURDU	Kütahya	Kütahya/Merkez	Kız	144 kişilik
ÖZEL İLİM YAYMA CEMİYETİ MERSİN YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	Diyarbakır	Yenişehir/Diyarbakır	Kız	101 kişilik
ÖZEL İLİM YAYMA CEMİYETİ MUSTAFA SABRİ EFENDİ YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Van	İpekyolu	Erkek	168 kişilik
ÖZEL İLİM YAYMA CEMİYETİ ÖMER YAPICI YÜKSEKÖĞRENİM KIZ ÖĞRENCİ YURDU	Konya	Selçuklu	Kız	176 kişilik
ÖZEL İLİM YAYMA CEMİYETİ PENDİK YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	İstanbul	Pendik	Erkek	128 kişilik
ÖZEL İLİM YAYMA CEMİYETİ PENDİK YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	İstanbul	Pendik	Kız	112 kişilik
ÖZEL İLİM YAYMA CEMİYETİ SABRİ ÜLKER YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	İstanbul	Sultangazi	Kız	178 kişilik
ÖZEL İLİM YAYMA CEMİYETİ SAKARYA YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	Sakarya	Adapazarı	Kız	131 kişilik
ÖZEL İLİM YAYMA CEMİYETİ ŞEHİT MEHMET ÇETİN YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Uşak	Uşak/Merkez	Erkek	144 kişilik
ÖZEL İLİM YAYMA CEMİYETİ ŞERİFE HANIM YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	Ankara	Yenimahalle	Kız	185 kişilik
ÖZEL İLİM YAYMA CEMİYETİ TEKİRDAĞ YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Tekirdağ	Süleymanpaşa	Erkek	136 kişilik
ÖZEL ILIM YAYMA CEMIYETI TEVFIK ÇUKA YÜKSEKÖĞRENİM ERKEK ÖĞRENCI YURDU	Bursa	Osmangazi	Erkek	96 kişilik
ÖZEL İLİM YAYMA CEMİYETİ ÜMRANİYE YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	İstanbul	Ümraniye	Erkek	250 kişilik
ÖZEL İLİM YAYMA CEMİYETİ YÜKSEK ÖĞRETİM ERKEK ÖĞRENCİ YURDU	Kastamonu	Kastamonu/Merkez	Erkek	200 kişilik
ÖZEL İLİM YAYMA CEMİYETİ YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	Tokat	Tokat/Merkez	Kız	102 kişilik
ÖZEL İLİM YAYMA CEMİYETİ YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	Uşak	Uşak/Merkez	Kız	112 kişilik
Özel İlim Yayma Cemiyeti Zeynep Gazali Yükseköğrenim Kız Öğrenci Yurdu	Balıkesir	Karesi	Kız	90 kişilik
ÖZEL ILIM YAYMA CEMIYETI ZEYNEP KÖSEMEN YÜKSEKÖĞRENIM KıZ ÖĞRENCI YURDU	Osmaniye	Osmaniye/Merkez	Kız	127 kişilik
ÖZEL İLİM YAYMA CEMİYETİ ZONGULDAK YÜKSEKÖĞRENİM KIZ ÖĞRENCİ YURDU	Zonguldak	Zonguldak/Merkez	Kız	140 kişilik
ÖZEL İLİM YAYMA VAKFI SÜLEYMANİYE YÜKSEKÖĞRENİM ERKEK ÖĞRENCİ YURDU	İstanbul	Fatih	Erkek	111 kişilik
ÖZEL İLİM YAYMA VAKFI VEFA LİSANSÜSTÜ YÜKSEKÖĞRENİM ERKEK ÖĞRENCİ YURDU	İstanbul	Fatih	Erkek	200 kişilik
ÖZEL İLKADIM YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	Zonguldak	Ereğli/Zonguldak	Kız	60 kişilik
ÖZEL İLKAY YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	Ankara	Çankaya	Kız	123 kişilik
ÖZEL İLKEM YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Yalova	Yalova/Merkez	Erkek	146 kişilik
ÖZEL İLKE YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	Karabük	Karabük/Merkez	Kız	175 kişilik
ÖZEL İLMİ VE FİKRİ ARAŞTIRMALAR MERKEZİ YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Samsun	Ondokuzmayıs	Erkek	329 kişilik
ÖZEL İMANOĞLU ÜÇ YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	Balıkesir	Altıeylül	Kız	160 kişilik
ÖZEL İMRANLI YÜKSEKÖĞRENİM ERKEK ÖĞRENCİ YURDU	Sivas	İmranlı	Erkek	42 kişilik
ÖZEL İMREN YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Sakarya	Serdivan	Erkek	374 kişilik
ÖZEL İMREN YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	Düzce	Düzce/Merkez	Kız	192 kişilik
ÖZEL İNCEK YÜKSEKÖĞRENİM KIZ ÖĞRENCİ YURDU	Ankara	Gölbaşı/Ankara	Kız	50 kişilik
ÖZEL İNCİR YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	Aydın	Efeler	Kız	96 kişilik
ÖZEL İNCİ YÜKSEKÖĞRENİM KIZÖĞRENCİ YURDU	Ankara	Çankaya	Kız	74 kişilik
ÖZEL İNCİ YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	İstanbul	Kadıköy	Kız	142 kişilik
ÖZEL İNCİ YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	Kastamonu	Kastamonu/Merkez	Kız	160 kişilik
ÖZEL İNEGÖL ENSAR VAKFI YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Bursa	İnegöl	Erkek	76 kişilik
ÖZEL İNSAN VAKFI AKİF EMRE YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Ankara	Çankaya	Erkek	97 kişilik
ÖZEL İNSAN VAKFI ALANYA YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	Antalya	Alanya	Kız	78 kişilik
ÖZEL İNSAN VAKFI BAHÇELİEVLER YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	İstanbul	Bahçelievler	Kız	128 kişilik
ÖZEL İNSAN VAKFI BAKIRKÖY YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	İstanbul	Bakırköy	Kız	111 kişilik
ÖZEL İNSAN VAKFI BOLU YÜKSEKÖĞRENİM KIZ ÖĞRENCİ YURDU	Bolu	Bolu/Merkez	Kız	243 kişilik
ÖZEL İNSAN VAKFI BORNOVA YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	İzmir	Bornova	Kız	210 kişilik
ÖZEL İNSAN VAKFI BULGURLU YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	İstanbul	Üsküdar	Erkek	72 kişilik
ÖZEL İNSAN VAKFI EFELER YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Aydın	Efeler	Erkek	64 kişilik
ÖZEL İNSAN VAKFI ERZİNCAN YÜKSEKÖĞRENİM KIZ ÖĞRENCİ YURDU	Erzincan	Erzincan/Merkez	Kız	128 kişilik
ÖZEL İNSAN VAKFI KAYAPINAR YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Diyarbakır	Kayapınar	Erkek	111 kişilik
ÖZEL İNSAN VAKFI MALTEPE YÜKSEKÖĞRENİM KIZ ÖĞRENCİ YURDU	İstanbul	Maltepe	Kız	121 kişilik
ÖZEL İNSAN VAKFI NEVRES ONGUN YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	Kahramanmaraş	Onikişubat	Kız	144 kişilik
ÖZEL İNSAN VAKFI RAMAZAN KARAALP YÜKSEKÖĞRENİM KIZ ÖĞRENCİ YURDU	Bursa	Nilüfer	Kız	308 kişilik
ÖZEL İNSAN VAKFI VERA YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	Konya	Selçuklu	Kız	210 kişilik
ÖZEL İNSAN VAKFI YEDİVEREN YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Adana	Çukurova	Erkek	161 kişilik
ÖZEL İPEKYOLU RABİA KOCAGÖZOĞLU YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	İstanbul	Kartal	Erkek	182 kişilik
ÖZEL İSMET TAN İKİ YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	Çanakkale	Çanakkale/Merkez	Kız	64 kişilik
ÖZEL İSMET TAN ÜÇ YÜKSEKÖĞRETİM KIZ ÖĞRNECİ YURDU	Çanakkale	Çanakkale/Merkez	Kız	83 kişilik
ÖZEL İSMET TAN YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	Çanakkale	Çanakkale/Merkez	Kız	182 kişilik
ÖZEL İSTANBUL 29 MAYIS ÜNİVERSİTESİ YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	İstanbul	Ümraniye	Erkek	296 kişilik
ÖZEL İSTANBUL AVCILAR BABAHAN YÜKSEKÖĞRENİM KIZ ÖĞRENCİ YURDU	İstanbul	Avcılar	Kız	80 kişilik
ÖZEL ISTANBUL BÜYÜKŞEHIR BELEDIYESI AVCILAR YÜKSEKÖĞRENIM KIZ ÖĞRENCI PANSIYONU	İstanbul	Avcılar	Kız	62 kişilik
ÖZEL İSTANBUL BÜYÜKŞEHİR BELEDİYESİ AVCILAR YÜKSEKÖĞRENİM KIZ ÖĞRENCİ YURDU 1	İstanbul	Avcılar	Kız	265 kişilik
ÖZEL İSTANBUL BÜYÜKŞEHİR BELEDİYESİ AVCILAR YÜKSEKÖĞRENİM KIZ ÖĞRENCİ YURDU 2	İstanbul	Avcılar	Kız	356 kişilik
ÖZEL ISTANBUL BÜYÜKŞEHIR BELEDIYESI BAĞCıLAR CÜNEYT ARKIN YÜKSEKÖĞRENIM ERKEK ÖĞRENCI YURDU	İstanbul	Bağcılar	Erkek	528 kişilik
ÖZEL İSTANBUL BÜYÜKŞEHİR BELEDİYESİ BAYRAMPAŞA YÜKSEKÖĞRENİM KIZ ÖĞRENCİ YURDU	İstanbul	Bayrampaşa	Kız	418 kişilik
ÖZEL ISTANBUL BÜYÜKŞEHIR BELEDIYESI ESENYURT YÜKSEKÖĞRENIM ERKEK ÖĞRENCI YURDU	İstanbul	Esenyurt	Erkek	500 kişilik
ÖZEL ISTANBUL BÜYÜKŞEHIR BELEDIYESI FILENIN SULTANLARı YÜKSEKÖĞRENIM ERKEK ÖĞRENCI YURDU	İstanbul	Küçükçekmece	Erkek	667 kişilik
ÖZEL ISTANBUL BÜYÜKŞEHIR BELEDIYESI FILENIN SULTANLARı YÜKSEKÖĞRENIM KıZ ÖĞRENCI YURDU	İstanbul	Küçükçekmece	Kız	804 kişilik
ÖZEL İSTANBUL BÜYÜKŞEHİR BELEDİYESİ GAZİOSMANPAŞA YÜKSEKÖĞRENİM ERKEK ÖĞRENCİ YURDU	İstanbul	Gaziosmanpaşa	Erkek	372 kişilik
ÖZEL İSTANBUL BÜYÜKŞEHİR BELEDİYESİ MALTEPE YÜKSEKÖĞRENİM KIZ ÖĞRENCİ YURDU	İstanbul	Maltepe	Kız	315 kişilik
ÖZEL İSTANBUL BÜYÜKŞEHİR BELEDİYESİ ÖRNEKTEPE YÜKSEKÖĞRENİM KIZ ÖĞRENCİ YURDU	İstanbul	Beyoğlu	Kız	366 kişilik
ÖZEL İSTANBUL BÜYÜKŞEHİR BELEDİYESİ ŞİŞLİ YÜKSEKÖĞRENİM ERKEK ÖĞRENCİ YURDU	İstanbul	Şişli	Erkek	78 kişilik
ÖZEL İSTANBUL BÜYÜKŞEHİR BELEDİYESİ ŞİŞLİ YÜKSEKÖĞRENİM ERKEK ÖĞRENCİ YURDU	İstanbul	Şişli	Erkek	78 kişilik
ÖZEL İSTANBUL BÜYÜKŞEHİR BELEDİYESİ ÜMRANİYE YÜKSEKÖĞRENİM ERKEK ÖĞRENCİ YURDU	İstanbul	Ümraniye	Erkek	385 kişilik
ÖZEL ISTANBUL BÜYÜKŞEHIR BELEDIYESI ZEREN ERTAŞ YÜKSEKÖĞRENIM KıZ ÖĞRENCI YURDU	İstanbul	Kadıköy	Kız	225 kişilik
ÖZEL İSTANBUL MALTEPE TURKUAZ YÜKSEKÖĞRENİM KIZ ÖĞRENCİ YURDU	İstanbul	Maltepe	Kız	94 kişilik
ÖZEL İSTANBUL MALTEPE TURKUAZ YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	İstanbul	Maltepe	Erkek	111 kişilik
ÖZEL İSTANBUL MİMOZA YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	İstanbul	Ataşehir	Kız	80 kişilik
ÖZEL İSTANBUL NİŞANTAŞI YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	İstanbul	Şişli	Kız	81 kişilik
ÖZEL İSTANBUL NİŞANTAŞI YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	İstanbul	Şişli	Kız	81 kişilik
ÖZEL İSTANBUL YÜKSEKÖĞRETİM KIZ ÖĞRENCİ PANSİYONU	Çanakkale	Çanakkale/Merkez	Kız	39 kişilik
ÖZEL İSTANYURT YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	İstanbul	Avcılar	Kız	118 kişilik
ÖZEL İSTASYON MERTER YÜKSEKÖĞRENİM KIZ ÖĞRENCİ YURDU	İstanbul	Zeytinburnu	Kız	61 kişilik
ÖZEL İSTASYON YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Kütahya	Tavşanlı	Erkek	53 kişilik
ÖZEL İSTİKLAL YÜKSEKÖĞRETİM KIZ ÖĞRENCİ PANSİYONU	Kayseri	Melikgazi	Kız	97 kişilik
ÖZEL İZMİR EKONOMİ ÜNİVERSİTESİ YÜKSEKÖĞRENİM ERKEK ÖĞRENCİ YURDU	İzmir	Balçova	Erkek	192 kişilik
ÖZEL İZMİR EKONOMİ ÜNİVERSİTESİ YÜKSEKÖĞRENİM KIZ ÖĞRENCİ YURDU	İzmir	Balçova	Kız	282 kişilik
ÖZEL İZMİR SULTAN AHMET YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	İzmir	Buca	Kız	43 kişilik
Özel İZU Yükseköğretim Erkek Öğrenci Yurdu	İstanbul	Küçükçekmece	Erkek	398 kişilik
Özel İZU Yükseköğretim Kız Öğrenci Yurdu	İstanbul	Küçükçekmece	Kız	372 kişilik
ÖZEL İZZET ÇELİK YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Konya	Selçuklu	Erkek	90 kişilik
ÖZEL KADIKÖY ATA YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	İstanbul	Kadıköy	Kız	71 kişilik
ÖZEL KADIKÖY YILDIZ YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	İstanbul	Kadıköy	Kız	69 kişilik
ÖZEL KADIKÖY YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	İstanbul	Kadıköy	Kız	48 kişilik
ÖZEL KAFKAS YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Artvin	Artvin/Merkez	Erkek	66 kişilik
ÖZEL KAĞITHANE BİLGİ-3 YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	İstanbul	Kağıthane	Kız	59 kişilik
ÖZEL KAHRAMANMARAŞ YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	İstanbul	Fatih	Erkek	60 kişilik
